137261728,2010,False,http://cdn-preview-5.deezer.com/stream/59d8ee1f59305ae93b5d8f293c22dbdf-3.mp3
137261738,2010,True,http://cdn-preview-b.deezer.com/stream/b34a4ecf4cb88a827a71fbb2e19756b7-4.mp3
124550860,2010,True,http://cdn-preview-f.deezer.com/stream/f377fc75546b16f53fc2376d87537c3f-3.mp3
132929046,2010,True,http://cdn-preview-9.deezer.com/stream/943e8e99e279e217ed62a401b5dafda8-3.mp3
136804060,2010,False,http://cdn-preview-1.deezer.com/stream/1d4fe0d29be56cbe9d3d07ba788dd423-4.mp3
121544142,2010,False,http://cdn-preview-c.deezer.com/stream/c13ee7d456d6c9b76bd9b94a0a71c6ce-3.mp3
139787511,2010,False,http://cdn-preview-d.deezer.com/stream/dbe5ba656df240fa6c755f09ebf0bf53-3.mp3
122273416,2010,False,http://cdn-preview-9.deezer.com/stream/95a299f89b3829aad86061878966822c-3.mp3
134212676,2010,False,http://cdn-preview-e.deezer.com/stream/ee454062d00517e959d017928d3b1f3a-3.mp3
94574844,2010,False,http://cdn-preview-2.deezer.com/stream/2954d36ad21f84f48b8abacc996166e6-2.mp3
111482314,2010,False,http://cdn-preview-3.deezer.com/stream/305da5c185810cc720e470b361a86737-4.mp3
127989075,2010,True,http://cdn-preview-2.deezer.com/stream/292f9287e690ef24c9f696af508eecc2-3.mp3
13651702,2010,False,http://cdn-preview-e.deezer.com/stream/ef7d8d86ef1b3c85e8232da95a776eb7-0.mp3
127452949,2010,False,http://cdn-preview-9.deezer.com/stream/97ef8e74d760efdddb0aac1503b7910d-3.mp3
78129603,2010,False,http://cdn-preview-0.deezer.com/stream/0f261205af1aab77472a2066811ee17f-13.mp3
136889422,2010,False,http://cdn-preview-b.deezer.com/stream/b4d4c6cb85ab7bce59d39ccce6abe8a0-5.mp3
107619632,2010,False,http://cdn-preview-b.deezer.com/stream/be609f739246aab082b1ecd229e45981-0.mp3
130855188,2010,False,http://cdn-preview-a.deezer.com/stream/a961d1d086344424a075a2a2921c15e9-3.mp3
7674865,2000,False,http://cdn-preview-0.deezer.com/stream/0339dbac3cfbbbe0b28ca01937e301b8-2.mp3
60200391,2010,False,http://cdn-preview-8.deezer.com/stream/8f17e7de0ed95c75abfd193a93fbade9-2.mp3
125890427,2010,False,http://cdn-preview-c.deezer.com/stream/c5b9545caaca1196d8a072716efd4ee4-3.mp3
130855280,2010,False,http://cdn-preview-d.deezer.com/stream/d04c53fbf0bbcc13c601331f53a23431-4.mp3
14499484,2010,False,http://cdn-preview-8.deezer.com/stream/875448857b4095796cf2440d9e549af4-2.mp3
2485118,2000,False,http://cdn-preview-d.deezer.com/stream/ddc86850b05d34c9fbcb25534c10c611-2.mp3
2271562,1980,False,http://cdn-preview-8.deezer.com/stream/874b28d14db1a608abc9b2a8efa38729-1.mp3
133334284,2010,True,http://cdn-preview-d.deezer.com/stream/d8cfbcfb967f0d7f24ccd66accd7bb79-3.mp3
125890423,2010,True,http://cdn-preview-a.deezer.com/stream/a86c2c989243dad0e6dcf28d9f571cc0-3.mp3
41035131,2010,False,http://cdn-preview-3.deezer.com/stream/3deec777898958c8d09f3e2152f6e4f1-1.mp3
46251471,2000,False,http://cdn-preview-a.deezer.com/stream/a66236db4fe5ea4fb210260dd15d4f77-2.mp3
121544128,2010,False,http://cdn-preview-5.deezer.com/stream/5a2ec4bf6fa6694a7b373c1ee37ece46-3.mp3
1118206,2000,False,http://cdn-preview-0.deezer.com/stream/0afc91e68c54602e04c3e490f439f4b1-4.mp3
129926480,2010,False,http://cdn-preview-5.deezer.com/stream/5a72debdd67bb82ef918fa408155a33f-4.mp3
89755731,2010,False,http://cdn-preview-e.deezer.com/stream/e39647e5c7491cfa38db4754430c36ce-3.mp3
13651718,2010,False,http://cdn-preview-e.deezer.com/stream/ef7d8d86ef1b3c85e8232da95a776eb7-0.mp3
969494,2000,False,http://cdn-preview-f.deezer.com/stream/fb2b15741b7e629712395dc35e4c3fa7-4.mp3
4764135,2000,False,http://cdn-preview-a.deezer.com/stream/acaf6e8c1805a631b45e5972ed3169eb-0.mp3
133554220,2010,False,http://cdn-preview-b.deezer.com/stream/bda3db62a0ce64d5042c896efdd641c6-3.mp3
71966549,2010,False,http://cdn-preview-7.deezer.com/stream/7bae1286e9107ae449c45808079e9b77-0.mp3
129926470,2010,False,http://cdn-preview-d.deezer.com/stream/df96a2700e6324be5e305ee6de916fe5-3.mp3
134869068,2010,False,http://cdn-preview-6.deezer.com/stream/67b75f19cf34384d5cec822e86b3e181-3.mp3
15026174,2010,False,http://cdn-preview-4.deezer.com/stream/4333d64eb4b44ab6b2b93597031e0c94-1.mp3
884041,2000,False,http://cdn-preview-f.deezer.com/stream/f1b06bbda27b7f3ccc91c090550d1646-12.mp3
129324476,2010,False,http://cdn-preview-d.deezer.com/stream/dca227c3b76da6584174a4b5608b1e7f-3.mp3
130302636,2010,False,http://cdn-preview-8.deezer.com/stream/80bad32a90b4e8c327b08080ededd796-3.mp3
113989362,2010,False,http://cdn-preview-c.deezer.com/stream/ce1fc0ac9f3b68efc1dba145160a941c-4.mp3
74494863,2010,False,http://cdn-preview-6.deezer.com/stream/641b4d747765da121458c0fe7c7725f6-4.mp3
132625730,2010,False,http://cdn-preview-f.deezer.com/stream/f95456fb409d9a598c233a9e56afe271-3.mp3
7044058,2010,False,http://cdn-preview-d.deezer.com/stream/d944bf42b7aebb431c50bb3ebeb5ea7c-3.mp3
624823,1990,False,http://cdn-preview-2.deezer.com/stream/223df8c3bf456be041c871108c9c229b-2.mp3
136804782,2010,False,http://cdn-preview-8.deezer.com/stream/8d8edfd4a3eafc2ca4891a3402b095d4-3.mp3
2133626,2000,False,http://cdn-preview-0.deezer.com/stream/08f619a2901b9cd0d28f6f0e8c7ea628-0.mp3
3165085,2000,False,http://cdn-preview-c.deezer.com/stream/cda4727a811c86b9dceaf88a6dc67d4d-5.mp3
134951440,2010,False,http://cdn-preview-3.deezer.com/stream/35f24bc7b1de141402f3d72fa5be6883-3.mp3
134036426,2010,False,http://cdn-preview-0.deezer.com/stream/00abea0c37136f66da4c170e0fff2701-1.mp3
121248370,2010,True,http://cdn-preview-1.deezer.com/stream/19b3069334a59c94c1d68bb483f2ca75-3.mp3
2485133,2000,False,http://cdn-preview-8.deezer.com/stream/8ee3d334f1f9c1e9649f752f7a454d8c-2.mp3
84310969,2010,False,http://cdn-preview-c.deezer.com/stream/c5d094029bdde2d43010155e4e211351-1.mp3
7045661,2010,False,http://cdn-preview-0.deezer.com/stream/03e06331968a1c6907d0f72b7a8ec3fd-8.mp3
136806250,2010,False,http://cdn-preview-3.deezer.com/stream/3f15bf09e4f55198b6e0d7ee12e19a83-4.mp3
3033950,2000,False,http://cdn-preview-e.deezer.com/stream/ed3232e4b29181a89d305c19f58330fa-4.mp3
114811528,2010,False,http://cdn-preview-4.deezer.com/stream/446297f8e622a5a42f1eb9f8aaa44abd-3.mp3
1145125,2000,False,http://cdn-preview-a.deezer.com/stream/a547f15d3e32fbd6066a623ce07dff59-4.mp3
870090,2000,False,http://cdn-preview-4.deezer.com/stream/4e4a8353f45d2f38b539d0accb782e5e-3.mp3
81263830,2010,False,http://cdn-preview-c.deezer.com/stream/c35bc52883bb0675871fbfc7f65881a0-6.mp3
137233982,2010,False,http://cdn-preview-1.deezer.com/stream/1208df2d5c0fa2b490d1a57cbbd60de7-3.mp3
131816172,2010,False,http://cdn-preview-a.deezer.com/stream/a8b7bc0f47bb8ec5a21b6c9e1d504420-3.mp3
84694367,2010,False,http://cdn-preview-d.deezer.com/stream/d8d754377b08b268c5cc9782df6e202e-2.mp3
132144402,2010,False,http://cdn-preview-9.deezer.com/stream/9bfb413b67cf2a65a099962b2eee2075-3.mp3
131660444,2010,False,http://cdn-preview-5.deezer.com/stream/520e96086c2722f0af0b573c81484017-3.mp3
107346376,2010,False,http://cdn-preview-6.deezer.com/stream/677539978d59352ea626fd37e8a3ef3d-4.mp3
133103978,2010,False,http://cdn-preview-c.deezer.com/stream/cc4e7c69efaea5b1f0bb125ac910be48-3.mp3
910223,2000,False,http://cdn-preview-4.deezer.com/stream/43c04d3c85de14a8224ebd44ffdb5f5c-9.mp3
727720,1970,False,http://cdn-preview-6.deezer.com/stream/6c3c2c90cbb93f0c19fdc70b21969d63-6.mp3
